age,age_group,job,marital,education,balance,housing,loan,contact,month,month_number,duration,campaign,campaign_contact_group,pdays,previous,poutcome,previously_contacted,conversion,y
36,36-45,technician,married,secondary,-179,yes,no,cellular,jul,7,144,1,1 Contact,-1,0,unknown,No,0,no
26,26-35,entrepreneur,married,secondary,-142,yes,no,cellular,jul,7,126,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,services,married,secondary,40,yes,no,cellular,jul,7,302,2,2 Contacts,-1,0,unknown,No,0,no
49,46-55,technician,married,tertiary,80,no,no,cellular,jul,7,123,1,1 Contact,-1,0,unknown,No,0,no
27,26-35,admin.,single,secondary,180,no,yes,cellular,jul,7,114,1,1 Contact,-1,0,unknown,No,0,no
29,26-35,blue-collar,married,secondary,723,no,yes,cellular,jul,7,235,1,1 Contact,-1,0,unknown,No,0,no
44,36-45,blue-collar,married,primary,10,yes,no,cellular,jul,7,196,1,1 Contact,-1,0,unknown,No,0,no
40,36-45,services,married,secondary,518,no,no,telephone,jul,7,84,1,1 Contact,-1,0,unknown,No,0,no
36,36-45,management,married,tertiary,-633,yes,no,cellular,jul,7,106,1,1 Contact,-1,0,unknown,No,0,no
32,26-35,management,married,tertiary,958,yes,no,telephone,jul,7,151,1,1 Contact,-1,0,unknown,No,0,no
30,26-35,services,married,secondary,7032,no,no,cellular,jul,7,102,1,1 Contact,-1,0,unknown,No,0,no
55,46-55,retired,married,secondary,119,no,yes,cellular,jul,7,521,1,1 Contact,-1,0,unknown,No,0,no
32,26-35,management,married,tertiary,710,yes,no,cellular,jul,7,181,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,admin.,married,secondary,0,no,no,cellular,jul,7,80,5,4-5 Contacts,-1,0,unknown,No,0,no
37,36-45,self-employed,married,secondary,0,yes,no,cellular,jul,7,158,1,1 Contact,-1,0,unknown,No,0,no
53,46-55,services,married,secondary,0,yes,no,cellular,jul,7,187,1,1 Contact,-1,0,unknown,No,0,no
55,46-55,retired,divorced,secondary,138,no,no,cellular,jul,7,205,1,1 Contact,-1,0,unknown,No,0,no
46,46-55,entrepreneur,married,secondary,294,yes,no,cellular,jul,7,228,1,1 Contact,-1,0,unknown,No,0,no
26,26-35,blue-collar,single,secondary,4146,no,no,cellular,jul,7,628,1,1 Contact,-1,0,unknown,No,0,no
51,46-55,technician,married,secondary,563,yes,no,cellular,jul,7,117,3,3 Contacts,-1,0,unknown,No,0,no
55,46-55,unemployed,divorced,secondary,79,yes,no,cellular,jul,7,418,2,2 Contacts,-1,0,unknown,No,0,no
40,36-45,admin.,married,secondary,-769,yes,yes,cellular,jul,7,64,1,1 Contact,-1,0,unknown,No,0,no
60,56-65,entrepreneur,married,primary,83,yes,no,cellular,jul,7,302,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,housemaid,married,primary,113,yes,no,cellular,jul,7,923,2,2 Contacts,-1,0,unknown,No,1,yes
41,36-45,housemaid,married,primary,15,no,yes,telephone,jul,7,17,3,3 Contacts,-1,0,unknown,No,0,no
42,36-45,admin.,married,secondary,1279,yes,no,cellular,jul,7,50,1,1 Contact,-1,0,unknown,No,0,no
36,36-45,blue-collar,married,secondary,0,yes,no,cellular,jul,7,72,1,1 Contact,-1,0,unknown,No,0,no
27,26-35,housemaid,married,secondary,0,no,yes,cellular,jul,7,72,1,1 Contact,-1,0,unknown,No,0,no
52,46-55,admin.,divorced,secondary,1426,no,no,cellular,jul,7,115,1,1 Contact,-1,0,unknown,No,0,no
36,36-45,services,single,secondary,80,no,yes,cellular,jul,7,258,1,1 Contact,-1,0,unknown,No,0,no
30,26-35,services,married,secondary,1286,yes,yes,cellular,jul,7,544,1,1 Contact,-1,0,unknown,No,0,no
30,26-35,management,married,tertiary,3134,yes,no,cellular,jul,7,124,1,1 Contact,-1,0,unknown,No,0,no
52,46-55,blue-collar,married,secondary,1405,no,yes,cellular,jul,7,753,2,2 Contacts,-1,0,unknown,No,1,yes
42,36-45,technician,single,secondary,1977,no,no,cellular,jul,7,72,6,6+ Contacts,-1,0,unknown,No,0,no
45,36-45,management,married,tertiary,668,no,yes,cellular,jul,7,391,2,2 Contacts,-1,0,unknown,No,0,no
32,26-35,admin.,divorced,secondary,2017,no,yes,cellular,jul,7,686,1,1 Contact,-1,0,unknown,No,0,no
42,36-45,services,divorced,secondary,138,no,no,cellular,jul,7,324,1,1 Contact,-1,0,unknown,No,0,no
42,36-45,admin.,single,tertiary,168,yes,no,cellular,jul,7,295,1,1 Contact,-1,0,unknown,No,0,no
30,26-35,management,single,tertiary,4,yes,no,cellular,jul,7,284,1,1 Contact,-1,0,unknown,No,0,no
31,26-35,technician,single,unknown,187,no,no,cellular,jul,7,86,1,1 Contact,-1,0,unknown,No,0,no
48,46-55,blue-collar,married,secondary,1513,no,yes,cellular,jul,7,1171,1,1 Contact,-1,0,unknown,No,0,no
42,36-45,blue-collar,married,secondary,5639,yes,no,cellular,jul,7,430,2,2 Contacts,-1,0,unknown,No,0,no
46,46-55,management,divorced,tertiary,-154,no,no,cellular,jul,7,201,1,1 Contact,-1,0,unknown,No,0,no
38,36-45,management,divorced,tertiary,151,yes,no,cellular,jul,7,50,1,1 Contact,-1,0,unknown,No,0,no
46,46-55,admin.,divorced,primary,509,no,no,cellular,jul,7,272,1,1 Contact,-1,0,unknown,No,0,no
33,26-35,blue-collar,married,secondary,-260,yes,yes,cellular,jul,7,224,2,2 Contacts,-1,0,unknown,No,0,no
56,56-65,blue-collar,married,primary,0,yes,no,cellular,jul,7,82,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,admin.,married,secondary,255,no,yes,telephone,jul,7,344,10,6+ Contacts,-1,0,unknown,No,0,no
39,36-45,management,married,primary,3760,no,yes,cellular,jul,7,262,1,1 Contact,-1,0,unknown,No,0,no
27,26-35,management,married,tertiary,342,yes,no,cellular,jul,7,818,1,1 Contact,-1,0,unknown,No,0,no
48,46-55,housemaid,married,primary,379,no,no,cellular,jul,7,402,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,management,married,tertiary,0,no,no,cellular,jul,7,127,5,4-5 Contacts,-1,0,unknown,No,0,no
48,46-55,technician,married,tertiary,658,yes,no,cellular,jul,7,89,1,1 Contact,-1,0,unknown,No,0,no
29,26-35,management,married,tertiary,727,yes,no,cellular,jul,7,87,1,1 Contact,-1,0,unknown,No,0,no
30,26-35,admin.,married,secondary,-44,yes,no,cellular,jul,7,97,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,management,married,tertiary,3064,yes,no,cellular,jul,7,324,1,1 Contact,-1,0,unknown,No,0,no
35,26-35,admin.,divorced,secondary,20,no,yes,cellular,jul,7,287,1,1 Contact,-1,0,unknown,No,0,no
48,46-55,entrepreneur,married,tertiary,461,no,yes,cellular,jul,7,284,1,1 Contact,-1,0,unknown,No,0,no
32,26-35,management,married,secondary,14611,yes,no,cellular,jul,7,67,1,1 Contact,-1,0,unknown,No,0,no
43,36-45,blue-collar,married,secondary,833,no,no,cellular,jul,7,156,1,1 Contact,-1,0,unknown,No,0,no
51,46-55,management,married,tertiary,333,no,yes,cellular,jul,7,234,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,services,divorced,secondary,797,yes,no,cellular,jul,7,54,1,1 Contact,-1,0,unknown,No,0,no
27,26-35,housemaid,married,secondary,65,yes,yes,cellular,jul,7,59,1,1 Contact,-1,0,unknown,No,0,no
25,18-25,self-employed,single,tertiary,453,yes,no,cellular,jul,7,134,1,1 Contact,-1,0,unknown,No,0,no
57,56-65,services,married,primary,443,no,no,telephone,jul,7,167,1,1 Contact,-1,0,unknown,No,0,no
29,26-35,services,single,secondary,0,no,no,cellular,jul,7,58,1,1 Contact,-1,0,unknown,No,0,no
47,46-55,blue-collar,married,primary,840,no,yes,cellular,jul,7,509,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,admin.,married,secondary,-191,yes,no,cellular,jul,7,156,6,6+ Contacts,-1,0,unknown,No,0,no
26,26-35,self-employed,single,tertiary,82,yes,no,cellular,jul,7,200,1,1 Contact,-1,0,unknown,No,0,no
35,26-35,unemployed,single,secondary,145,no,no,cellular,jul,7,354,1,1 Contact,-1,0,unknown,No,0,no
31,26-35,blue-collar,single,primary,528,yes,no,cellular,jul,7,143,1,1 Contact,-1,0,unknown,No,0,no
25,18-25,student,single,secondary,963,yes,no,cellular,jul,7,28,1,1 Contact,-1,0,unknown,No,0,no
31,26-35,management,single,tertiary,2336,no,no,cellular,jul,7,224,1,1 Contact,-1,0,unknown,No,0,no
55,46-55,management,single,tertiary,6507,yes,yes,cellular,jul,7,109,1,1 Contact,-1,0,unknown,No,0,no
32,26-35,blue-collar,single,secondary,118,yes,no,cellular,jul,7,1275,1,1 Contact,-1,0,unknown,No,1,yes
30,26-35,management,married,tertiary,931,no,no,cellular,jul,7,1183,1,1 Contact,-1,0,unknown,No,0,no
39,36-45,technician,married,secondary,251,yes,no,cellular,jul,7,342,2,2 Contacts,-1,0,unknown,No,1,yes
28,26-35,blue-collar,married,secondary,379,no,yes,cellular,jul,7,164,1,1 Contact,-1,0,unknown,No,0,no
30,26-35,management,married,tertiary,248,no,no,cellular,jul,7,692,1,1 Contact,-1,0,unknown,No,0,no
46,46-55,technician,divorced,secondary,-154,yes,no,cellular,jul,7,158,1,1 Contact,-1,0,unknown,No,0,no
53,46-55,management,married,tertiary,1348,no,yes,cellular,jul,7,120,3,3 Contacts,-1,0,unknown,No,0,no
25,18-25,services,married,secondary,10,yes,no,cellular,jul,7,114,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,management,married,tertiary,4943,yes,no,cellular,jul,7,118,2,2 Contacts,-1,0,unknown,No,0,no
58,56-65,services,married,secondary,553,no,yes,telephone,jul,7,109,3,3 Contacts,-1,0,unknown,No,0,no
31,26-35,blue-collar,married,secondary,212,yes,yes,cellular,jul,7,143,2,2 Contacts,-1,0,unknown,No,0,no
32,26-35,admin.,married,secondary,1031,yes,no,cellular,jul,7,84,1,1 Contact,-1,0,unknown,No,0,no
58,56-65,admin.,married,secondary,1813,yes,no,telephone,jul,7,15,1,1 Contact,-1,0,unknown,No,0,no
42,36-45,technician,married,secondary,782,yes,no,cellular,jul,7,536,2,2 Contacts,-1,0,unknown,No,0,no
60,56-65,retired,divorced,tertiary,129,no,no,cellular,jul,7,490,7,6+ Contacts,-1,0,unknown,No,0,no
43,36-45,admin.,divorced,secondary,587,yes,no,cellular,jul,7,282,1,1 Contact,-1,0,unknown,No,0,no
31,26-35,blue-collar,divorced,secondary,-277,yes,no,telephone,jul,7,1008,2,2 Contacts,-1,0,unknown,No,1,yes
52,46-55,management,married,tertiary,1564,yes,no,cellular,jul,7,493,1,1 Contact,-1,0,unknown,No,0,no
32,26-35,technician,married,tertiary,133,yes,no,cellular,jul,7,421,1,1 Contact,-1,0,unknown,No,0,no
27,26-35,blue-collar,married,secondary,1,yes,no,cellular,jul,7,259,1,1 Contact,-1,0,unknown,No,0,no
37,36-45,management,married,tertiary,50,no,yes,cellular,jul,7,105,1,1 Contact,-1,0,unknown,No,0,no
39,36-45,management,married,tertiary,0,yes,yes,cellular,jul,7,301,1,1 Contact,-1,0,unknown,No,0,no
30,26-35,services,divorced,secondary,21,no,no,cellular,jul,7,49,1,1 Contact,-1,0,unknown,No,0,no
31,26-35,services,single,secondary,2251,yes,yes,cellular,jul,7,134,1,1 Contact,-1,0,unknown,No,0,no
31,26-35,technician,married,tertiary,2951,yes,no,cellular,jul,7,115,1,1 Contact,-1,0,unknown,No,0,no
26,26-35,services,single,secondary,-189,no,yes,cellular,jul,7,538,2,2 Contacts,-1,0,unknown,No,1,yes
47,46-55,management,married,unknown,555,yes,no,cellular,jul,7,179,1,1 Contact,-1,0,unknown,No,0,no
50,46-55,blue-collar,married,primary,216,yes,no,cellular,jul,7,195,3,3 Contacts,-1,0,unknown,No,0,no
42,36-45,management,married,tertiary,4,yes,no,cellular,jul,7,795,1,1 Contact,-1,0,unknown,No,1,yes
59,56-65,admin.,married,secondary,-797,no,yes,cellular,jul,7,225,3,3 Contacts,-1,0,unknown,No,0,no
32,26-35,technician,married,secondary,348,yes,no,cellular,jul,7,926,1,1 Contact,-1,0,unknown,No,1,yes
50,46-55,technician,divorced,tertiary,291,no,yes,cellular,jul,7,219,1,1 Contact,-1,0,unknown,No,0,no
29,26-35,technician,single,tertiary,406,yes,no,cellular,jul,7,119,1,1 Contact,-1,0,unknown,No,0,no
28,26-35,management,married,tertiary,3516,no,no,cellular,jul,7,232,1,1 Contact,-1,0,unknown,No,0,no
57,56-65,management,divorced,tertiary,429,yes,no,cellular,jul,7,245,1,1 Contact,-1,0,unknown,No,0,no
39,36-45,blue-collar,married,secondary,-99,no,no,cellular,jul,7,260,1,1 Contact,-1,0,unknown,No,0,no
39,36-45,services,divorced,secondary,282,yes,no,cellular,jul,7,243,1,1 Contact,-1,0,unknown,No,0,no
43,36-45,technician,married,tertiary,3530,yes,no,cellular,jul,7,470,1,1 Contact,-1,0,unknown,No,0,no
35,26-35,management,married,tertiary,489,yes,no,cellular,jul,7,109,3,3 Contacts,-1,0,unknown,No,0,no
26,26-35,technician,single,secondary,603,no,yes,cellular,jul,7,176,1,1 Contact,-1,0,unknown,No,0,no
38,36-45,technician,divorced,secondary,1803,no,yes,cellular,jul,7,172,1,1 Contact,-1,0,unknown,No,0,no
36,36-45,management,married,tertiary,25,yes,no,cellular,jul,7,393,1,1 Contact,-1,0,unknown,No,0,no
33,26-35,management,single,tertiary,171,yes,no,cellular,jul,7,71,1,1 Contact,-1,0,unknown,No,0,no
31,26-35,management,married,secondary,-453,yes,yes,cellular,jul,7,157,1,1 Contact,-1,0,unknown,No,0,no
37,36-45,technician,married,secondary,101,no,no,cellular,jul,7,130,1,1 Contact,-1,0,unknown,No,0,no
29,26-35,blue-collar,single,secondary,-61,no,no,cellular,jul,7,270,1,1 Contact,-1,0,unknown,No,0,no
35,26-35,management,single,secondary,138,yes,yes,cellular,jul,7,79,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,services,married,secondary,9,yes,no,cellular,jul,7,655,1,1 Contact,-1,0,unknown,No,0,no
35,26-35,blue-collar,married,primary,-35,yes,no,cellular,jul,7,123,2,2 Contacts,-1,0,unknown,No,0,no
45,36-45,services,single,secondary,71,yes,no,cellular,jul,7,479,1,1 Contact,-1,0,unknown,No,0,no
38,36-45,technician,married,secondary,37,no,no,cellular,jul,7,96,1,1 Contact,-1,0,unknown,No,0,no
27,26-35,admin.,single,unknown,5,yes,no,cellular,jul,7,225,2,2 Contacts,-1,0,unknown,No,0,no
34,26-35,management,married,tertiary,11,yes,no,cellular,jul,7,654,1,1 Contact,-1,0,unknown,No,0,no
36,36-45,blue-collar,married,secondary,2894,yes,no,cellular,jul,7,747,1,1 Contact,-1,0,unknown,No,0,no
32,26-35,management,divorced,tertiary,12,no,no,cellular,jul,7,321,1,1 Contact,-1,0,unknown,No,0,no
57,56-65,admin.,married,unknown,17,no,no,cellular,jul,7,54,4,4-5 Contacts,-1,0,unknown,No,0,no
41,36-45,management,married,tertiary,49,yes,no,cellular,jul,7,312,5,4-5 Contacts,-1,0,unknown,No,0,no
27,26-35,services,single,secondary,1820,yes,no,cellular,jul,7,1027,1,1 Contact,-1,0,unknown,No,1,yes
34,26-35,management,single,tertiary,1396,yes,no,cellular,jul,7,630,1,1 Contact,-1,0,unknown,No,0,no
29,26-35,blue-collar,single,secondary,28,no,no,cellular,jul,7,360,2,2 Contacts,-1,0,unknown,No,0,no
43,36-45,blue-collar,married,primary,255,yes,no,cellular,jul,7,180,1,1 Contact,-1,0,unknown,No,0,no
49,46-55,blue-collar,married,secondary,825,yes,no,cellular,jul,7,22,1,1 Contact,-1,0,unknown,No,0,no
39,36-45,management,married,secondary,363,yes,yes,cellular,jul,7,184,1,1 Contact,-1,0,unknown,No,0,no
28,26-35,management,single,tertiary,416,yes,yes,cellular,jul,7,345,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,management,single,secondary,1360,yes,no,cellular,jul,7,506,1,1 Contact,-1,0,unknown,No,0,no
38,36-45,technician,married,secondary,922,yes,yes,cellular,jul,7,388,2,2 Contacts,-1,0,unknown,No,0,no
59,56-65,retired,married,tertiary,6108,yes,no,cellular,jul,7,796,2,2 Contacts,-1,0,unknown,No,0,no
52,46-55,blue-collar,married,primary,336,no,yes,telephone,jul,7,381,7,6+ Contacts,-1,0,unknown,No,0,no
31,26-35,services,married,secondary,-30,yes,yes,cellular,jul,7,804,2,2 Contacts,-1,0,unknown,No,0,no
45,36-45,technician,married,secondary,1081,yes,no,cellular,jul,7,127,3,3 Contacts,-1,0,unknown,No,0,no
41,36-45,services,married,primary,0,yes,no,cellular,jul,7,18,11,6+ Contacts,-1,0,unknown,No,0,no
32,26-35,services,married,secondary,1844,yes,yes,cellular,jul,7,168,6,6+ Contacts,-1,0,unknown,No,0,no
29,26-35,services,single,secondary,37,no,yes,cellular,jul,7,309,2,2 Contacts,-1,0,unknown,No,0,no
34,26-35,management,married,tertiary,1784,yes,no,cellular,jul,7,43,2,2 Contacts,-1,0,unknown,No,0,no
41,36-45,unemployed,divorced,secondary,142,yes,no,cellular,jul,7,353,3,3 Contacts,-1,0,unknown,No,0,no
29,26-35,admin.,married,secondary,453,yes,no,cellular,jul,7,384,4,4-5 Contacts,-1,0,unknown,No,0,no
32,26-35,technician,married,tertiary,231,yes,no,cellular,jul,7,177,2,2 Contacts,-1,0,unknown,No,0,no
50,46-55,blue-collar,married,secondary,84,yes,no,cellular,jul,7,18,8,6+ Contacts,-1,0,unknown,No,0,no
44,36-45,services,divorced,secondary,0,no,yes,cellular,jul,7,275,17,6+ Contacts,-1,0,unknown,No,0,no
33,26-35,services,married,secondary,70,no,no,cellular,jul,7,378,7,6+ Contacts,-1,0,unknown,No,0,no
30,26-35,management,single,tertiary,1289,no,no,cellular,jul,7,489,2,2 Contacts,-1,0,unknown,No,0,no
34,26-35,admin.,married,tertiary,1,yes,no,cellular,jul,7,54,3,3 Contacts,-1,0,unknown,No,0,no
57,56-65,management,married,primary,2538,no,yes,telephone,jul,7,485,2,2 Contacts,-1,0,unknown,No,0,no
33,26-35,self-employed,divorced,secondary,1904,yes,no,cellular,jul,7,1584,2,2 Contacts,-1,0,unknown,No,1,yes
33,26-35,management,married,secondary,94,yes,no,cellular,jul,7,62,1,1 Contact,-1,0,unknown,No,0,no
29,26-35,management,married,tertiary,1,yes,no,cellular,jul,7,695,1,1 Contact,-1,0,unknown,No,0,no
32,26-35,management,single,secondary,0,yes,no,cellular,jul,7,139,5,4-5 Contacts,-1,0,unknown,No,0,no
51,46-55,blue-collar,married,primary,201,yes,no,cellular,jul,7,582,2,2 Contacts,-1,0,unknown,No,1,yes
33,26-35,admin.,married,secondary,0,yes,no,telephone,jul,7,1448,7,6+ Contacts,-1,0,unknown,No,1,yes
54,46-55,technician,married,primary,-1818,yes,no,cellular,jul,7,271,2,2 Contacts,-1,0,unknown,No,0,no
32,26-35,blue-collar,married,primary,2456,yes,no,cellular,jul,7,1151,1,1 Contact,-1,0,unknown,No,0,no
49,46-55,blue-collar,married,secondary,388,no,no,telephone,jul,7,265,2,2 Contacts,-1,0,unknown,No,0,no
38,36-45,blue-collar,single,secondary,2707,yes,no,cellular,jul,7,120,3,3 Contacts,-1,0,unknown,No,0,no
42,36-45,blue-collar,married,secondary,600,no,no,cellular,jul,7,277,3,3 Contacts,-1,0,unknown,No,0,no
40,36-45,technician,married,tertiary,0,yes,no,cellular,jul,7,383,3,3 Contacts,-1,0,unknown,No,0,no
48,46-55,management,divorced,tertiary,0,no,no,cellular,jul,7,186,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,technician,married,secondary,-67,yes,no,cellular,jul,7,160,6,6+ Contacts,-1,0,unknown,No,0,no
42,36-45,unemployed,divorced,primary,1699,no,yes,cellular,jul,7,207,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,services,married,secondary,-138,yes,no,telephone,jul,7,197,3,3 Contacts,-1,0,unknown,No,0,no
36,36-45,self-employed,married,tertiary,254,yes,no,telephone,jul,7,202,5,4-5 Contacts,-1,0,unknown,No,0,no
30,26-35,technician,single,tertiary,178,no,no,cellular,jul,7,656,3,3 Contacts,-1,0,unknown,No,1,yes
40,36-45,self-employed,married,tertiary,355,yes,no,cellular,jul,7,1390,2,2 Contacts,-1,0,unknown,No,0,no
50,46-55,housemaid,married,tertiary,1005,no,no,cellular,jul,7,188,3,3 Contacts,-1,0,unknown,No,0,no
31,26-35,blue-collar,married,unknown,-120,yes,no,cellular,jul,7,231,2,2 Contacts,-1,0,unknown,No,0,no
32,26-35,management,married,tertiary,820,yes,no,cellular,jul,7,738,3,3 Contacts,-1,0,unknown,No,0,no
27,26-35,entrepreneur,single,secondary,2,yes,no,cellular,jul,7,25,1,1 Contact,-1,0,unknown,No,0,no
29,26-35,management,married,tertiary,51,yes,no,cellular,jul,7,1319,5,4-5 Contacts,-1,0,unknown,No,1,yes
42,36-45,entrepreneur,single,primary,388,no,yes,cellular,jul,7,606,3,3 Contacts,-1,0,unknown,No,0,no
53,46-55,retired,divorced,secondary,-477,no,no,cellular,jul,7,235,2,2 Contacts,-1,0,unknown,No,0,no
30,26-35,blue-collar,married,primary,135,yes,no,telephone,jul,7,268,5,4-5 Contacts,-1,0,unknown,No,0,no
57,56-65,admin.,married,primary,215,yes,yes,cellular,jul,7,210,2,2 Contacts,-1,0,unknown,No,0,no
29,26-35,management,married,tertiary,900,no,no,cellular,jul,7,275,2,2 Contacts,-1,0,unknown,No,0,no
54,46-55,blue-collar,married,primary,1298,no,no,telephone,jul,7,304,4,4-5 Contacts,-1,0,unknown,No,0,no
26,26-35,self-employed,married,tertiary,10005,yes,no,cellular,jul,7,84,2,2 Contacts,-1,0,unknown,No,0,no
29,26-35,technician,married,tertiary,1337,yes,no,cellular,jul,7,125,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,blue-collar,married,tertiary,1016,yes,no,cellular,jul,7,294,2,2 Contacts,-1,0,unknown,No,0,no
36,36-45,management,married,tertiary,708,yes,no,cellular,jul,7,59,3,3 Contacts,-1,0,unknown,No,0,no
36,36-45,management,divorced,tertiary,210,yes,no,cellular,jul,7,182,2,2 Contacts,-1,0,unknown,No,0,no
51,46-55,services,married,secondary,2904,yes,no,cellular,jul,7,410,3,3 Contacts,-1,0,unknown,No,0,no
50,46-55,blue-collar,married,secondary,19,no,no,cellular,jul,7,209,4,4-5 Contacts,-1,0,unknown,No,0,no
52,46-55,housemaid,married,primary,3798,yes,no,cellular,jul,7,1208,1,1 Contact,-1,0,unknown,No,1,yes
41,36-45,technician,married,secondary,-508,yes,yes,telephone,jul,7,124,8,6+ Contacts,-1,0,unknown,No,0,no
31,26-35,management,married,tertiary,2,yes,no,cellular,jul,7,234,1,1 Contact,-1,0,unknown,No,0,no
42,36-45,self-employed,divorced,secondary,484,yes,no,cellular,jul,7,277,3,3 Contacts,-1,0,unknown,No,0,no
45,36-45,blue-collar,married,secondary,392,yes,no,cellular,jul,7,80,2,2 Contacts,-1,0,unknown,No,0,no
26,26-35,admin.,married,secondary,5231,no,yes,cellular,jul,7,222,2,2 Contacts,-1,0,unknown,No,0,no
45,36-45,services,married,secondary,307,no,yes,cellular,jul,7,147,3,3 Contacts,-1,0,unknown,No,0,no
50,46-55,technician,single,secondary,246,yes,no,cellular,jul,7,174,2,2 Contacts,-1,0,unknown,No,0,no
42,36-45,blue-collar,divorced,primary,301,yes,no,cellular,jul,7,1175,2,2 Contacts,-1,0,unknown,No,1,yes
56,56-65,housemaid,divorced,primary,864,no,no,telephone,jul,7,46,6,6+ Contacts,-1,0,unknown,No,0,no
31,26-35,management,divorced,tertiary,294,yes,no,cellular,jul,7,536,5,4-5 Contacts,-1,0,unknown,No,1,yes
26,26-35,student,single,tertiary,47,no,yes,cellular,jul,7,257,2,2 Contacts,-1,0,unknown,No,0,no
40,36-45,management,married,secondary,0,yes,no,cellular,jul,7,728,3,3 Contacts,-1,0,unknown,No,0,no
40,36-45,self-employed,married,tertiary,2977,yes,no,cellular,jul,7,1018,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,unemployed,married,secondary,2126,yes,no,cellular,jul,7,215,2,2 Contacts,-1,0,unknown,No,0,no
40,36-45,blue-collar,divorced,secondary,393,yes,yes,cellular,jul,7,291,2,2 Contacts,-1,0,unknown,No,0,no
36,36-45,admin.,married,secondary,1314,yes,no,cellular,jul,7,330,3,3 Contacts,-1,0,unknown,No,0,no
34,26-35,management,married,tertiary,118,no,yes,telephone,jul,7,171,3,3 Contacts,-1,0,unknown,No,0,no
29,26-35,technician,married,tertiary,1413,yes,no,cellular,jul,7,170,4,4-5 Contacts,-1,0,unknown,No,0,no
59,56-65,blue-collar,married,primary,-365,yes,no,cellular,jul,7,408,11,6+ Contacts,-1,0,unknown,No,0,no
54,46-55,management,married,tertiary,364,yes,no,cellular,jul,7,301,1,1 Contact,-1,0,unknown,No,0,no
30,26-35,management,married,tertiary,101,yes,no,cellular,jul,7,88,1,1 Contact,-1,0,unknown,No,0,no
53,46-55,admin.,single,primary,0,yes,no,cellular,jul,7,155,6,6+ Contacts,-1,0,unknown,No,0,no
54,46-55,self-employed,married,tertiary,269,yes,no,cellular,jul,7,81,3,3 Contacts,-1,0,unknown,No,0,no
40,36-45,management,married,tertiary,-117,yes,no,cellular,jul,7,770,2,2 Contacts,-1,0,unknown,No,0,no
29,26-35,services,married,secondary,23,no,no,cellular,jul,7,57,4,4-5 Contacts,-1,0,unknown,No,0,no
27,26-35,services,married,secondary,0,yes,no,cellular,jul,7,991,5,4-5 Contacts,-1,0,unknown,No,1,yes
60,56-65,retired,married,secondary,-222,no,no,cellular,jul,7,82,2,2 Contacts,-1,0,unknown,No,0,no
50,46-55,technician,divorced,secondary,8016,no,no,cellular,jul,7,903,4,4-5 Contacts,-1,0,unknown,No,0,no
56,56-65,management,married,tertiary,171,no,yes,telephone,jul,7,610,2,2 Contacts,-1,0,unknown,No,0,no
40,36-45,technician,married,secondary,500,yes,no,cellular,jul,7,175,3,3 Contacts,-1,0,unknown,No,0,no
41,36-45,management,divorced,tertiary,107,yes,no,cellular,jul,7,122,17,6+ Contacts,-1,0,unknown,No,0,no
45,36-45,management,divorced,secondary,0,no,no,cellular,jul,7,395,3,3 Contacts,-1,0,unknown,No,0,no
58,56-65,technician,married,tertiary,1692,yes,no,telephone,jul,7,517,5,4-5 Contacts,-1,0,unknown,No,0,no
27,26-35,blue-collar,married,secondary,0,yes,no,cellular,jul,7,444,6,6+ Contacts,-1,0,unknown,No,0,no
45,36-45,management,single,tertiary,871,no,no,cellular,jul,7,230,5,4-5 Contacts,-1,0,unknown,No,0,no
30,26-35,blue-collar,married,primary,-199,yes,yes,telephone,jul,7,207,10,6+ Contacts,-1,0,unknown,No,0,no
43,36-45,admin.,married,secondary,0,yes,no,cellular,jul,7,674,3,3 Contacts,-1,0,unknown,No,0,no
29,26-35,services,married,secondary,3220,no,no,cellular,jul,7,172,3,3 Contacts,-1,0,unknown,No,0,no
38,36-45,services,married,primary,1,yes,no,cellular,jul,7,169,7,6+ Contacts,-1,0,unknown,No,0,no
27,26-35,student,single,secondary,24,yes,no,cellular,jul,7,320,2,2 Contacts,-1,0,unknown,No,0,no
27,26-35,blue-collar,divorced,unknown,2323,yes,no,cellular,jul,7,153,1,1 Contact,-1,0,unknown,No,0,no
47,46-55,technician,married,secondary,1059,yes,no,cellular,jul,7,154,1,1 Contact,-1,0,unknown,No,0,no
49,46-55,housemaid,married,primary,0,yes,no,cellular,jul,7,51,1,1 Contact,-1,0,unknown,No,0,no
35,26-35,admin.,married,secondary,449,yes,no,cellular,jul,7,43,8,6+ Contacts,-1,0,unknown,No,0,no
